sentence,metaphorical_subsets,model_output
"You don't have much of an argument, but his objections have even less substance.","['much of', 'less substance']","""You don't have much of an argument, but his objections have even less substance.""

- You: NO (pronoun, basic meaning is the same)
- don't: NO (contraction of ""do not"", basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- much: NO (adjective, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- an: NO (article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- but: NO (conjunction, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- objections: YES (noun, more basic meaning refers to an act of expressing disapproval or opposition)
- have: NO (verb, basic meaning is the same)
- even: NO (adverb, basic meaning is the same)
- less: NO (adjective, basic meaning is the same)
- substance: YES (noun, more basic meaning refers to a particular kind of matter with uniform properties)"
Your argument is vacuous.,['vacuous'],"- Your: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- vacuous: YES (adjective, more basic meaning refers to something physically empty or lacking content)"
I'm tired of your empty arguments.,['empty'],"Sure, let's analyze the text ""I'm tired of your empty arguments.""

- I: NO (pronoun, basic meaning is the same)
- 'm (am): NO (verb, basic meaning is the same)
- tired: NO (adjective, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- your: NO (possessive pronoun, basic meaning is the same)
- empty: YES (adjective, more basic meaning refers to something that is physically void of content)
- arguments: NO (noun, basic meaning is the same)

So, the word ""empty"" in this context has a more basic contemporary meaning in other contexts."
You won't find that idea in his argument.,"['find', 'in']","- You: NO (pronoun, basic meaning is the same)
- won't: NO (contraction of ""will not,"" basic meaning is the same)
- find: NO (verb, basic meaning is the same)
- that: NO (demonstrative pronoun, basic meaning is the same)
- idea: YES (noun, more basic meaning refers to a mental concept or thought, which is more abstract)
- in: NO (preposition, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
That conclusion falls out of my argument.,['falls out of'],"Sure, let's analyze the text ""That conclusion falls out of my argument.""

- That: NO (demonstrative pronoun, basic meaning is the same)
- conclusion: YES (noun, more basic meaning refers to the end or finish of an event or process)
- falls: YES (verb, more basic meaning refers to moving downward, typically rapidly and freely without control)
- out: NO (preposition, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- my: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
Your argument won't hold water.,"[""won't hold water""]","""Your argument won't hold water.""
- Your: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- won't: NO (contraction of ""will not,"" basic meaning is the same)
- hold: YES (verb, more basic meaning refers to physically grasping or containing something)
- water: YES (noun, more basic meaning refers to the liquid substance)"
Those points are central to the argument – the rest is peripheral.,"['central', 'peripheral']","""Those points are central to the argument – the rest is peripheral.""

- Those: NO (demonstrative pronoun, basic meaning is the same)
- points: YES (noun, more basic meaning refers to a specific location or dot)
- are: NO (verb, basic meaning is the same)
- central: YES (adjective, more basic meaning refers to being in the center)
- to: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- rest: YES (noun, more basic meaning refers to a period of relaxation or sleep)
- is: NO (verb, basic meaning is the same)
- peripheral: YES (adjective, more basic meaning refers to the outer edge or boundary)"
I still haven't gotten to the core of his argument.,['core'],"""I still haven't gotten to the core of his argument.""
- I: NO (pronoun, basic meaning is the same)
- still: NO (adverb, basic meaning is the same)
- haven't: NO (contraction of ""have not,"" basic meaning is the same)
- gotten: YES (verb, more basic meaning refers to physically obtaining or receiving something)
- to: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- core: YES (noun, more basic meaning refers to the central part of a fruit)
- of: NO (preposition, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
At this point our argument doesn't have much content.,"['At this point', 'much content']","""At this point our argument doesn't have much content.""

- At: NO (preposition, basic meaning is the same)
- this: NO (demonstrative pronoun, basic meaning is the same)
- point: YES (noun, more basic meaning refers to a specific location or a sharp end)
- our: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- doesn't: NO (contraction of ""does not,"" basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- much: NO (adjective, basic meaning is the same)
- content: YES (noun, more basic meaning refers to the substance or material contained within something)"
"In what we've done so far, we have provided the core of our argument.","['In', 'so far', 'core']","""In what we've done so far, we have provided the core of our argument.""

- In: NO (preposition, basic meaning is the same)
- what: NO (pronoun, basic meaning is the same)
- we've: NO (contraction of ""we have"", basic meaning is the same)
- done: YES (verb, more basic meaning refers to performing an action or task)
- so: NO (adverb, basic meaning is the same)
- far: NO (adverb, basic meaning is the same)
- we: NO (pronoun, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- provided: YES (verb, more basic meaning refers to supplying or making available)
- the: NO (definite article, basic meaning is the same)
- core: YES (noun, more basic meaning refers to the central part of a fruit or the central part of something)
- of: NO (preposition, basic meaning is the same)
- our: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
"If we keep going the way we're going, we'll fit all the facts in.","[""going the way we're going"", 'fit all the facts in']","""If we keep going the way we're going, we'll fit all the facts in.""

- If: NO (conjunction, basic meaning is the same)
- we: NO (pronoun, basic meaning is the same)
- keep: NO (verb, basic meaning is the same)
- going: NO (verb, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- way: YES (noun, more basic meaning refers to a path or route)
- we're: NO (contraction of ""we are,"" basic meaning is the same)
- going: NO (verb, basic meaning is the same)
- we'll: NO (contraction of ""we will,"" basic meaning is the same)
- fit: YES (verb, more basic meaning refers to physically placing something into a space)
- all: NO (adjective, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- facts: NO (noun, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)"
We've got the framework for a solid argument.,"['framework', 'solid']","""We've got the framework for a solid argument.""

- We: NO (pronoun, basic meaning is the same)
- 've (contraction of ""have""): NO (verb, basic meaning is the same)
- got: NO (verb, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- framework: YES (noun, more basic meaning refers to a physical structure or skeletal support)
- for: NO (preposition, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- solid: YES (adjective, more basic meaning refers to a state of matter that is firm and stable in shape)
- argument: NO (noun, basic meaning is the same)"
"If you don't support your argument with solid facts, the whole thing will collapse.","['support', 'solid', 'collapse']","""If you don't support your argument with solid facts, the whole thing will collapse.""

- If: NO (conjunction, basic meaning is the same)
- you: NO (pronoun, basic meaning is the same)
- don't: NO (contraction of ""do not"", basic meaning is the same)
- support: YES (verb, more basic meaning refers to physically holding up or bearing the weight of something)
- your: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- with: NO (preposition, basic meaning is the same)
- solid: YES (adjective, more basic meaning refers to a state of matter that is firm and stable in shape)
- facts: NO (noun, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- whole: NO (adjective, basic meaning is the same)
- thing: NO (noun, basic meaning is the same)
- will: NO (modal verb, basic meaning is the same)
- collapse: YES (verb, more basic meaning refers to a physical structure falling down or caving in)"
