sentence,metaphorical_subsets,model_output
We need to go into this further in order to see clearly what's involved.,"['go into this further', 'see clearly']","- We: NO (pronoun, basic meaning is the same)
- need: NO (verb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- go: YES (verb, more basic meaning refers to physically moving from one place to another)
- into: YES (preposition, more basic meaning refers to entering or going inside something)
- this: NO (pronoun, basic meaning is the same)
- further: YES (adverb, more basic meaning refers to a greater distance or extent)
- in: NO (preposition, basic meaning is the same)
- order: NO (noun, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- see: YES (verb, more basic meaning refers to using one's eyes to perceive something)
- clearly: YES (adverb, more basic meaning refers to something being easy to see or understand)
- what's: NO (contraction, basic meaning is the same)
- involved: YES (adjective, more basic meaning refers to being included or part of something)"
"You have all the right ideas in your argument, but the argument is still not transparent.","['in', 'still', 'transparent']","- You: NO (pronoun, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- all: NO (determiner, basic meaning is the same)
- the: NO (article, basic meaning is the same)
- right: YES (adjective, more basic meaning refers to direction or correctness)
- ideas: NO (noun, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- your: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- but: NO (conjunction, basic meaning is the same)
- still: YES (adverb, more basic meaning refers to lack of movement)
- not: NO (adverb, basic meaning is the same)
- transparent: YES (adjective, more basic meaning refers to see-through or clear)"
These ideas form the solid core of the argument.,['solid core'],"- These: NO (demonstrative pronoun, basic meaning is the same)
- ideas: NO (noun, basic meaning is the same)
- form: NO (verb, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- solid: YES (adjective, more basic meaning refers to a physical state)
- core: YES (noun, more basic meaning refers to the central part of something)"
"We've got a foundation for the argument, now we need a solid framework.","['foundation', 'solid framework']","- We've: NO (contraction, basic meaning is the same)
- got: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- foundation: YES (noun, more basic meaning refers to the base of a building)
- for: NO (preposition, basic meaning is the same)
- the: NO (article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- now: NO (adverb, basic meaning is the same)
- we: NO (pronoun, basic meaning is the same)
- need: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- solid: YES (adjective, more basic meaning refers to something firm or hard)
- framework: YES (noun, more basic meaning refers to a structure or support)"
We have now constructed most of the argument.,['have now constructed most of the argument'],"- We: NO (pronoun, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- now: NO (adverb, basic meaning is the same)
- constructed: YES (verb, more basic meaning refers to physically building something)
- most: NO (adjective, basic meaning is the same)
- of: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
This is a shallow argument; it needs more foundation.,"['shallow', 'foundation']","- This: NO (pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- shallow: YES (adjective, more basic meaning refers to depth)
- argument: NO (noun, basic meaning is the same)
- it: NO (pronoun, basic meaning is the same)
- needs: NO (verb, basic meaning is the same)
- more: NO (adverb, basic meaning is the same)
- foundation: YES (noun, more basic meaning refers to the base or groundwork)"
We have gone over these ideas in great depth.,"['gone over', 'in great depth']","- We: NO (pronoun, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- gone: YES (verb, more basic meaning refers to physically moving from one place to another)
- over: YES (preposition, more basic meaning refers to physically moving across or above something)
- these: NO (demonstrative pronoun, basic meaning is the same)
- ideas: NO (noun, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- great: YES (adjective, more basic meaning refers to size or extent)
- depth: YES (noun, more basic meaning refers to the distance from the top or surface to the bottom of something)"
You haven't gotten to the deepest points yet – those at the core of the argument.,"['deepest', 'core']","- You: NO (pronoun, basic meaning is the same)
- haven't: NO (verb, basic meaning is the same)
- gotten: YES (verb, more basic meaning refers to obtaining or acquiring)
- to: NO (preposition, basic meaning is the same)
- the: NO (article, basic meaning is the same)
- deepest: YES (adjective, more basic meaning refers to the most profound or extreme)
- points: YES (noun, more basic meaning refers to locations or positions)
- yet: NO (adverb, basic meaning is the same)
- those: NO (pronoun, basic meaning is the same)
- at: NO (preposition, basic meaning is the same)
- core: YES (noun, more basic meaning refers to the central or innermost part)
- of: NO (preposition, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
We have come to a point where we must explore the issues at a deeper level.,"['come to a point', 'explore', 'deeper level']","- We: NO (pronoun, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- come: YES (verb, more basic meaning refers to physically moving towards a place)
- to: NO (preposition, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- point: YES (noun, more basic meaning refers to a sharp object or location)
- where: NO (adverb, basic meaning is the same)
- must: NO (verb, basic meaning is the same)
- explore: YES (verb, more basic meaning refers to physically investigating an area)
- the: NO (article, basic meaning is the same)
- issues: YES (noun, more basic meaning refers to physical problems or topics)
- at: NO (preposition, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- deeper: YES (adjective, more basic meaning refers to physical depth)
- level: YES (noun, more basic meaning refers to a flat, horizontal surface)"
We will be going deeply into a variety of topics.,['going deeply into'],"- We: NO (pronoun, basic meaning is the same)
- will: NO (verb, basic meaning is the same)
- be: NO (verb, basic meaning is the same)
- going: NO (verb, basic meaning is the same)
- deeply: YES (adverb, more basic meaning refers to physical depth)
- into: NO (preposition, basic meaning is the same)
- a: NO (article, basic meaning is the same)
- variety: YES (noun, more basic meaning refers to different types of something)
- of: NO (preposition, basic meaning is the same)
- topics: NO (noun, basic meaning is the same)"
"As we go along, we will go through these issues in depth.","['As we go along', 'in depth']","- As: NO (conjunction, basic meaning is the same)
- we: NO (pronoun, basic meaning is the same)
- go: NO (verb, basic meaning is the same)
- along: YES (adverb, more basic meaning refers to moving in a linear direction)
- we: NO (pronoun, basic meaning is the same)
- will: NO (verb, basic meaning is the same)
- go: NO (verb, basic meaning is the same)
- through: YES (preposition, more basic meaning refers to moving from one side to the other)
- these: NO (determiner, basic meaning is the same)
- issues: NO (noun, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- depth: YES (noun, more basic meaning refers to the distance from the top to the bottom of something)"
We have now covered all the topics at the appropriate levels.,"['covered', 'at the appropriate levels']","- We: NO (pronoun, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- now: NO (adverb, basic meaning is the same)
- covered: YES (verb, more basic meaning refers to physically placing something over an object)
- all: NO (determiner, basic meaning is the same)
- the: NO (article, basic meaning is the same)
- topics: YES (noun, more basic meaning refers to the top or highest point of something)
- at: NO (preposition, basic meaning is the same)
- appropriate: YES (adjective, more basic meaning refers to being suitable or proper)
- levels: YES (noun, more basic meaning refers to a position or height)"
So far we have constructed the core of our argument.,"['So far', 'constructed', 'core']","- So: NO (adverb, basic meaning is the same)
- far: NO (adverb, basic meaning is the same)
- we: NO (pronoun, basic meaning is the same)
- have: NO (verb, basic meaning is the same)
- constructed: YES (verb, more basic meaning refers to building something physically)
- the: NO (definite article, basic meaning is the same)
- core: YES (noun, more basic meaning refers to the central part of something)
- of: NO (preposition, basic meaning is the same)
- our: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
Those points are central to our argument and provide the foundation for all that is to come.,"['central', 'foundation']","- Those: NO (demonstrative pronoun, basic meaning is the same)
- points: NO (noun, basic meaning is the same)
- are: NO (verb, basic meaning is the same)
- central: YES (adjective, more basic meaning refers to being in the middle or at the center)
- to: NO (preposition, basic meaning is the same)
- our: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- and: NO (conjunction, basic meaning is the same)
- provide: YES (verb, more basic meaning refers to supplying or giving)
- the: NO (definite article, basic meaning is the same)
- foundation: YES (noun, more basic meaning refers to the base or groundwork)
- for: NO (preposition, basic meaning is the same)
- all: NO (determiner, basic meaning is the same)
- that: NO (pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- come: YES (verb, more basic meaning refers to moving toward a destination)"
