sentence,metaphorical_subsets,model_output
Those points are central to our argument and provide the foundation for all that is to come.,"['central', 'foundation']","Here is the analysis for the sentence: ""Those points are central to our argument and provide the foundation for all that is to come.""

- Those: NO (demonstrative pronoun, basic meaning is the same)
- points: NO (noun, basic meaning refers to a sharp tip, but in this context, it is used to mean aspects or parts of a discussion, which is a common meaning)
- are: NO (verb, basic meaning is the same)
- central: YES (adjective, more basic meaning refers to being in the center, especially physically)
- to: NO (preposition, basic meaning is the same)
- our: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- and: NO (conjunction, basic meaning is the same)
- provide: NO (verb, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- foundation: YES (noun, more basic meaning refers to the lowest load-bearing part of a building)
- for: NO (preposition, basic meaning is the same)
- all: NO (pronoun/adjective, basic meaning is the same)
- that: NO (demonstrative pronoun, basic meaning is the same)
- is: NO (verb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- come: NO (verb, basic meaning is the same)"
We can undermine the argument by showing that the central points in it are weak.,"['undermine', 'central']","- We: NO (pronoun, basic meaning is the same)
- can: NO (modal verb, basic meaning is the same)
- undermine: YES (verb, more basic meaning refers to physically digging under something, such as a structure, to make it collapse)
- the: NO (definite article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- by: NO (preposition, basic meaning is the same)
- showing: NO (verb, basic meaning is the same)
- that: NO (conjunction, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- central: NO (adjective, basic meaning is the same)
- points: NO (noun, basic meaning is the same)
- in: NO (preposition, basic meaning is the same)
- it: NO (pronoun, basic meaning is the same)
- are: NO (verb, basic meaning is the same)
- weak: NO (adjective, basic meaning is the same)"
"The most important ideas, upon which everything else rests, are at the core of the argument.","['upon', 'rests', 'core']","""The most important ideas, upon which everything else rests, are at the core of the argument.""

- The: NO (definite article, basic meaning is the same)
- most: NO (superlative form of 'much' or 'many', basic meaning is the same)
- important: NO (adjective, basic meaning is the same)
- ideas: NO (noun, basic meaning is the same)
- upon: NO (preposition, basic meaning is the same)
- which: NO (relative pronoun, basic meaning is the same)
- everything: NO (pronoun, basic meaning is the same)
- else: NO (adverb, basic meaning is the same)
- rests: YES (verb, more basic meaning refers to physical resting or lying down)
- are: NO (verb, basic meaning is the same)
- at: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- core: YES (noun, more basic meaning refers to the central part of a fruit)
- of: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)"
We have just observed that Aquinas used certain Platonic notions.,['observed'],"- We: NO (pronoun, basic meaning is the same)
- have: NO (auxiliary verb, basic meaning is the same)
- just: NO (adverb, basic meaning is the same)
- observed: YES (verb, more basic meaning refers to seeing with the eyes)
- that: NO (conjunction, basic meaning is the same)
- Aquinas: NO (proper noun, basic meaning is the same)
- used: NO (verb, basic meaning is the same)
- certain: NO (adjective, basic meaning is the same)
- Platonic: NO (adjective, basic meaning is the same)
- notions: YES (noun, more basic meaning refers to concrete ideas or plans)"
"Having come this far, we can now see how Hegel went wrong.","['Having come this far', 'see']","""Having come this far, we can now see how Hegel went wrong.""

- Having: NO (participle, basic meaning is the same)
- come: NO (verb, basic meaning is the same)
- this: NO (demonstrative pronoun, basic meaning is the same)
- far: NO (adverb, basic meaning is the same)
- we: NO (pronoun, basic meaning is the same)
- can: NO (modal verb, basic meaning is the same)
- now: NO (adverb, basic meaning is the same)
- see: YES (verb, more basic meaning refers to visual perception)
- how: NO (adverb, basic meaning is the same)
- Hegel: NO (proper noun, basic meaning is the same)
- went: NO (verb, basic meaning is the same)
- wrong: NO (adjective, basic meaning is the same)"
We will now show that Green misinterpreted Kant's account of will.,['show'],"- We: NO (pronoun, basic meaning is the same)
- will: NO (auxiliary verb, basic meaning is the same)
- now: NO (adverb, basic meaning is the same)
- show: NO (verb, basic meaning is the same)
- that: NO (conjunction, basic meaning is the same)
- Green: NO (proper noun, basic meaning is the same)
- misinterpreted: YES (verb, more basic meaning refers to interpreting incorrectly, but ""interpret"" itself has a more basic meaning related to explaining or translating languages)
- Kant's: NO (possessive proper noun, basic meaning is the same)
- account: YES (noun, more basic meaning refers to a report or description, but even more basic would be counting or calculation)
- of: NO (preposition, basic meaning is the same)
- will: YES (noun, more basic meaning refers to the mental faculty by which one deliberately chooses or decides upon a course of action)"
Notice that X does not follow from Y without added assumptions.,['Notice'],"- Notice: NO (verb, basic meaning is to observe or perceive something)
- that: NO (conjunction, basic meaning is the same)
- X: NO (variable, basic meaning as a placeholder or unknown is the same)
- does: NO (verb, basic meaning is to perform an action)
- not: NO (adverb, basic meaning is the same)
- follow: YES (verb, more basic meaning refers to physically going after or behind someone)
- from: NO (preposition, basic meaning is the same)
- Y: NO (variable, basic meaning as a placeholder or unknown is the same)
- without: NO (preposition, basic meaning is the same)
- added: NO (adjective, basic meaning is the same)
- assumptions: NO (noun, basic meaning is the same)"
We ought to point out that no such proof has yet been found.,['point out'],"""We ought to point out that no such proof has yet been found.""

- We: NO (pronoun, basic meaning is the same)
- ought: NO (modal verb, basic meaning is the same)
- to: NO (preposition, basic meaning is the same)
- point: YES (verb, more basic meaning refers to directing a finger or an object)
- out: NO (adverb, basic meaning is the same)
- that: NO (conjunction, basic meaning is the same)
- no: NO (determiner, basic meaning is the same)
- such: NO (determiner, basic meaning is the same)
- proof: NO (noun, basic meaning is the same)
- has: NO (verb, basic meaning is the same)
- yet: NO (adverb, basic meaning is the same)
- been: NO (verb, basic meaning is the same)
- found: NO (verb, basic meaning is the same)"
Dig further into his argument and you will discover a great deal.,"['Dig further into', 'discover']","- Dig: YES (verb, more basic meaning refers to physically breaking up and moving soil or earth)
- further: NO (adverb, basic meaning is the same)
- into: NO (preposition, basic meaning is the same)
- his: NO (possessive pronoun, basic meaning is the same)
- argument: NO (noun, basic meaning is the same)
- and: NO (conjunction, basic meaning is the same)
- you: NO (pronoun, basic meaning is the same)
- will: NO (auxiliary verb, basic meaning is the same)
- discover: NO (verb, basic meaning is the same)
- a: NO (indefinite article, basic meaning is the same)
- great: NO (adjective, basic meaning is the same)
- deal: YES (noun, more basic meaning refers to a transaction or an agreement)"
We can see this only if we delved deeply into the issues.,"['see', 'delved deeply']","""We can see this only if we delved deeply into the issues.""

- We: NO (pronoun, basic meaning is the same)
- can: NO (modal verb, basic meaning is the same)
- see: YES (verb, more basic meaning refers to visual perception)
- this: NO (demonstrative pronoun, basic meaning is the same)
- only: NO (adverb, basic meaning is the same)
- if: NO (conjunction, basic meaning is the same)
- we: NO (pronoun, basic meaning is the same)
- delved: YES (verb, more basic meaning refers to digging physically)
- deeply: NO (adverb, basic meaning is the same)
- into: NO (preposition, basic meaning is the same)
- the: NO (definite article, basic meaning is the same)
- issues: YES (noun, more basic meaning refers to the act of flowing out)"
